field_1,lng,lat,owner,title,tags,taken
1264,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:52:34 CET 2017
1265,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:52:29 CET 2017
1266,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:52:25 CET 2017
1267,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:52:22 CET 2017
1268,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:52:09 CET 2017
1269,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:52:04 CET 2017
1173,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 050,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:40:48 CET 2017
1174,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 049,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:40:38 CET 2017
1175,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 048,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:39:51 CET 2017
1176,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 047,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:38:53 CET 2017
1177,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 045,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:37:01 CET 2017
1178,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 043,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:36:03 CET 2017
1276,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:20:42 CET 2017
1277,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:20:33 CET 2017
1278,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:20:28 CET 2017
1247,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 01,"dubrovnik;croatia;gruz",Mon Jan 02 08:46:49 CET 2017
1248,16.484364,43.51699,54930984@N06,IMG_8385,"tonkojursky;canon;split;dalmatia;adriatic;croatia;europe",Mon Jan 02 11:05:58 CET 2017
1249,16.484364,43.51699,54930984@N06,IMG_8386,"tonkojursky;canon;split;dalmatia;adriatic;croatia;europe",Mon Jan 02 11:06:04 CET 2017
1250,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:54:35 CET 2017
1251,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:54:23 CET 2017
1252,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:54:18 CET 2017
1253,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:54:00 CET 2017
1157,18.110996,42.650013,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 070,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 15:00:43 CET 2017
1158,18.110996,42.650013,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 069,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:59:21 CET 2017
1159,18.110996,42.650013,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 068,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:59:11 CET 2017
1160,18.110996,42.650013,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 067,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:58:07 CET 2017
1161,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 065,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:56:16 CET 2017
1162,18.117434,42.647236,27911027@N00,2.2.17 Dubrovnik 4 Expedition to Bosanka and Fort Imperial 064,"dubrovnik;croatia;bosanka;fort;imperial;sunset",Mon Jan 02 14:56:08 CET 2017
1260,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:53:08 CET 2017
1261,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:53:04 CET 2017
1262,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:53:00 CET 2017
1231,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 23,"dubrovnik;croatia;gruz",Mon Jan 02 09:04:20 CET 2017
1232,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 22,"dubrovnik;croatia;gruz",Mon Jan 02 09:01:45 CET 2017
1233,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 20,"dubrovnik;croatia;gruz",Mon Jan 02 09:00:59 CET 2017
1234,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 19,"dubrovnik;croatia;gruz",Mon Jan 02 09:00:49 CET 2017
1235,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 18,"dubrovnik;croatia;gruz",Mon Jan 02 08:59:35 CET 2017
1236,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 17,"dubrovnik;croatia;gruz",Mon Jan 02 08:58:15 CET 2017
1237,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 15,"dubrovnik;croatia;gruz",Mon Jan 02 08:56:57 CET 2017
1270,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:51:59 CET 2017
1271,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:51:33 CET 2017
1272,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:51:26 CET 2017
1273,18.111338,42.641293,64079936@N08,Leonardo DiCaprio’s Robin Hood set in Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:51:22 CET 2017
1274,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:20:55 CET 2017
1275,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:20:46 CET 2017
1244,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 04,"dubrovnik;croatia;gruz",Mon Jan 02 08:47:58 CET 2017
1245,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 03,"dubrovnik;croatia;gruz",Mon Jan 02 08:47:41 CET 2017
1246,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 02,"dubrovnik;croatia;gruz",Mon Jan 02 08:47:10 CET 2017
1215,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 43,"dubrovnik;croatia;gruz",Mon Jan 02 11:32:18 CET 2017
1216,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 42,"dubrovnik;croatia;gruz",Mon Jan 02 11:29:32 CET 2017
1217,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 41,"dubrovnik;croatia;gruz",Mon Jan 02 11:26:04 CET 2017
1218,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 40,"dubrovnik;croatia;gruz",Mon Jan 02 10:30:00 CET 2017
1219,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 38,"dubrovnik;croatia;gruz",Mon Jan 02 10:09:10 CET 2017
1220,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 36,"dubrovnik;croatia;gruz",Mon Jan 02 09:57:22 CET 2017
1221,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 35,"dubrovnik;croatia;gruz",Mon Jan 02 09:50:35 CET 2017
795,17.974491,42.761696,147810497@N08,kruske-panorama,,Wed Feb 15 09:17:35 CET 2017
796,17.946768,42.752716,147810497@N08,mala Vitkovaca,,Wed Feb 15 09:16:09 CET 2017
797,17.973074,42.77376,147810497@N08,may-day-at-fotnja,,Wed Feb 15 09:15:26 CET 2017
798,17.956982,42.7535,147810497@N08,Above Mravinjac,,Wed Feb 15 09:13:52 CET 2017
799,17.967539,42.763554,147810497@N08,Above Selista,,Wed Feb 15 09:11:51 CET 2017
800,17.944149,42.75111,147810497@N08,Prcanj,,Wed Feb 15 09:10:18 CET 2017
1228,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 27,"dubrovnik;croatia;gruz",Mon Jan 02 09:12:05 CET 2017
1229,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 26,"dubrovnik;croatia;gruz",Mon Jan 02 09:11:36 CET 2017
1230,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 25,"dubrovnik;croatia;gruz",Mon Jan 02 09:11:06 CET 2017
1335,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:12:53 CET 2017
1336,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:12:46 CET 2017
1337,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:12:41 CET 2017
1338,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:12:21 CET 2017
1339,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:12:11 CET 2017
1340,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:11:45 CET 2017
1341,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:11:17 CET 2017
1238,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 14,"dubrovnik;croatia;gruz",Mon Jan 02 08:55:45 CET 2017
1239,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 13,"dubrovnik;croatia;gruz",Mon Jan 02 08:55:45 CET 2017
1240,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 12,"dubrovnik;croatia;gruz",Mon Jan 02 08:55:08 CET 2017
1241,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 08,"dubrovnik;croatia;gruz",Mon Jan 02 08:52:50 CET 2017
1242,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 07,"dubrovnik;croatia;gruz",Mon Jan 02 08:51:48 CET 2017
1243,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 06,"dubrovnik;croatia;gruz",Mon Jan 02 08:49:13 CET 2017
1348,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:09:52 CET 2017
1349,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:09:47 CET 2017
1350,18.113104,42.64,27911027@N00,2.1.17 Dubrovnik 1 Sunrise 18,"dubrovnik;croatia;sunrise",Mon Jan 02 06:35:37 CET 2017
1319,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:15:08 CET 2017
1320,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:14:58 CET 2017
1321,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:14:53 CET 2017
1322,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:14:40 CET 2017
1323,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:14:24 CET 2017
1324,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:14:07 CET 2017
1325,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:13:55 CET 2017
1222,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 34,"dubrovnik;croatia;gruz",Mon Jan 02 09:48:13 CET 2017
1223,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 33,"dubrovnik;croatia;gruz",Mon Jan 02 09:44:11 CET 2017
1224,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 32,"dubrovnik;croatia;gruz",Mon Jan 02 09:39:35 CET 2017
1225,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 31,"dubrovnik;croatia;gruz",Mon Jan 02 09:39:12 CET 2017
1226,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 30,"dubrovnik;croatia;gruz",Mon Jan 02 09:13:11 CET 2017
1227,18.087255,42.657986,27911027@N00,2.1.17 Dubrovnik 2 Morning in Gruz and Babin Kuk 28,"dubrovnik;croatia;gruz",Mon Jan 02 09:12:41 CET 2017
1332,18.107967,42.641514,64079936@N08,Dubrovnik,"dubrovnik;adriatic;adriaticsea;vacation;summer;m1r0slavvcroatia;sunset;sea;beautifull;love;adriaticcoast;bluesea;cleansea;nature;best;top10cities;top10beaches;beautifullnature;cleannature;greatnature;wallpaper;bestsummerdestinations;sailing;gameofthrones",Mon Jan 02 12:13:12 CET 2017
