field_1,lng,lat,owner,title,tags,taken
8359,16.422028000000001,43.169147000000002,82103247@N00,La Terrazza,"silversea;cruising;adriatic;sea;silverwhisper;splitdalmatia;croatia;dining;laterraza;restaurants",Fri Jun 01 20:49:48 CEST 2018
8360,18.080663999999999,42.664040000000000,79995416@N05,"ORIANA at Port of Gruž, Dubrovnik","theformeryugoslavia;croatia;croatie;kroatien;hrvatska;dubrovnik;po;oriana;portofgruz",Sun Jun 03 17:31:35 CEST 2018
8361,18.086796000000000,42.657046999999999,79995416@N05,"KARAKA at Port of Gruž, Dubrovnik","theformeryugoslavia;croatia;croatie;kroatien;hrvatska;dubrovnik;karaka;portofgruz",Sun Jun 03 17:29:40 CEST 2018
8369,18.106869000000000,42.639935000000001,11242931@N06,Dubrovnik old town,"2018;olympus;tg5;outside;kings;landing;httpwwwchrisnewhamphotographycouk;dubrovnik;game;thrones;croatia;httpwwwloveoflandscapecom;old;town;gameofthrones;kingslanding;oldtown;olympustg5;dubrovačkoneretvanskažupanij;dubrovačkoneretvanskažupanija;hr",Tue Jun 05 13:37:54 CEST 2018
8370,17.911667000000001,42.711387999999999,11242931@N06,Fishing boat,"httpwwwloveoflandscapecom;httpwwwchrisnewhamphotographycouk;outdoors;croatia;outside;2018;love;landscape;loveoflandscape;suđurađ;dubrovačkoneretvanskažupanij;dubrovačkoneretvanskažupanija;hr",Wed Jun 06 17:39:19 CEST 2018
8371,17.915554000000000,42.711945000000000,11242931@N06,Oceanside loungers,"httpwwwloveoflandscapecom;httpwwwchrisnewhamphotographycouk;outdoors;sudurad;croatia;sipan;2018;love;landscape;loveoflandscape;suđurađ;dubrovačkoneretvanskažupanij;dubrovačkoneretvanskažupanija;hr",Mon Jun 04 07:37:57 CEST 2018
8372,17.914999999999999,42.711945000000000,11242931@N06,Oceanside loungers,"httpwwwloveoflandscapecom;httpwwwchrisnewhamphotographycouk;outdoors;sudurad;croatia;sipan;2018;love;landscape;loveoflandscape;suđurađ;dubrovačkoneretvanskažupanij;dubrovačkoneretvanskažupanija;hr",Mon Jun 04 07:34:38 CEST 2018
8373,18.106826999999999,42.641550000000002,11242931@N06,Dubrovnik old town,"2018;olympus;tg5;outside;kings;landing;httpwwwchrisnewhamphotographycouk;dubrovnik;game;thrones;croatia;httpwwwloveoflandscapecom;old;town;gameofthrones;kingslanding;oldtown;olympustg5;dubrovačkoneretvanskažupanij;dubrovačkoneretvanskažupanija;hr",Tue Jun 05 13:17:01 CEST 2018
8374,18.107136000000001,42.641724000000004,11242931@N06,Dubrovnik old town,"2018;olympus;tg5;outside;httpwwwchrisnewhamphotographycouk;dubrovnik;game;thrones;croatia;httpwwwloveoflandscapecom;old;town;gameofthrones;oldtown;olympustg5;dubrovačkoneretvanskažupanij;dubrovačkoneretvanskažupanija;hr",Tue Jun 05 13:14:18 CEST 2018
8375,18.107351000000001,42.641876000000003,11242931@N06,Dubrovnik old town,"2018;olympus;tg5;outside;httpwwwchrisnewhamphotographycouk;dubrovnik;game;thrones;croatia;httpwwwloveoflandscapecom;old;town;gameofthrones;oldtown;olympustg5;dubrovačkoneretvanskažupanij;dubrovačkoneretvanskažupanija;hr",Tue Jun 05 13:11:57 CEST 2018
8376,16.514413999999999,43.184116000000003,24427679@N03,27610295237_143f143a13_o copy,,Thu May 31 21:13:38 CEST 2018
8608,18.108559000000000,42.640903000000002,59487880@N00,City Walls from Balcony,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset",Sat Jun 02 19:38:38 CEST 2018
8609,18.108559000000000,42.640903000000002,59487880@N00,Bell Tower and Lokrum,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;architecture;island;balkan;sunset;tower",Sat Jun 02 19:38:20 CEST 2018
8574,18.108559000000000,42.640903000000002,59487880@N00,Morning in Dubrovnik,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 06:22:47 CEST 2018
8575,18.108559000000000,42.640903000000002,59487880@N00,Lokrum and Dubrovnik,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 06:20:42 CEST 2018
8576,18.108559000000000,42.640903000000002,59487880@N00,Lovrijenac fortress from the balcony,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 06:23:10 CEST 2018
8577,18.108559000000000,42.640903000000002,59487880@N00,Lovrijenac,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 06:20:36 CEST 2018
8578,18.111391000000001,42.649549999999998,59487880@N00,Back of Dubrovnik panorama,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;panorama;mountain;sunset",Sat Jun 02 19:52:29 CEST 2018
8579,18.111391000000001,42.649549999999998,59487880@N00,Taking photos,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;cablecar;people;sunset;balkan;žičara",Sat Jun 02 19:57:30 CEST 2018
8580,18.111391000000001,42.649549999999998,59487880@N00,Mountain Shadow,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:53:16 CEST 2018
8581,18.111391000000001,42.649549999999998,59487880@N00,Croatian Flag,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:53:33 CEST 2018
8582,18.111391000000001,42.649549999999998,59487880@N00,Dubrovnik Mountains,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:53:21 CEST 2018
8583,18.111391000000001,42.649549999999998,59487880@N00,Dinarsko Gorje,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:58:42 CEST 2018
8584,18.111391000000001,42.649549999999998,59487880@N00,Marmelade Skies,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:58:29 CEST 2018
8585,18.111391000000001,42.649549999999998,59487880@N00,Sunset behind Dubrovnik,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;mountain;landscape;sunset;balkan",Sat Jun 02 19:58:25 CEST 2018
8586,18.111391000000001,42.649549999999998,59487880@N00,Srđ,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:59:10 CEST 2018
8587,18.111391000000001,42.649549999999998,59487880@N00,Cross,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;water;mountain;balkan;sunset",Sat Jun 02 19:58:49 CEST 2018
8492,18.415146000000000,42.499440000000000,59487880@N00,Needles & Rockets,"croatia;adriatic;hrvatska;jadran;dalmatia;dalmacija;tree;forest;balkan",Sun Jun 03 13:47:32 CEST 2018
8493,18.216705000000001,42.580387000000002,59487880@N00,Avant Garde,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;boat;dalmacija;balkan",Sun Jun 03 12:35:27 CEST 2018
8590,18.111391000000001,42.649549999999998,59487880@N00,Ampitheather on Srđ,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:52:10 CEST 2018
8591,18.111391000000001,42.649549999999998,59487880@N00,Balcony,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset",Sat Jun 02 19:52:06 CEST 2018
8592,18.111391000000001,42.649549999999998,59487880@N00,Cables,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset;cablecar;žičara",Sat Jun 02 19:50:58 CEST 2018
8593,18.111391000000001,42.649549999999998,59487880@N00,Kink in the panorama,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset;water;landscape;panorama",Sat Jun 02 19:50:45 CEST 2018
8594,18.111391000000001,42.649549999999998,59487880@N00,Dubrovnik Cable Car,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset;cablecar;žičara",Sat Jun 02 19:51:26 CEST 2018
8595,18.111391000000001,42.649549999999998,59487880@N00,Sunset over Dubrovnik,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset",Sat Jun 02 19:49:46 CEST 2018
8596,18.111391000000001,42.649549999999998,59487880@N00,Above Dubrovnik,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset;cablecar;žičara;landscape;water",Sat Jun 02 19:49:25 CEST 2018
8597,18.111391000000001,42.649549999999998,59487880@N00,Cables,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset;cablecar;žičara;mountain",Sat Jun 02 19:49:32 CEST 2018
8598,18.108559000000000,42.640903000000002,59487880@N00,Bell tower at sunset,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;sunset;architecture;balkan",Sat Jun 02 19:38:49 CEST 2018
8599,18.111391000000001,42.649549999999998,59487880@N00,Elaphite Islands Sunset,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;sunset;landscape;cablecar;balkan;žičara",Sat Jun 02 19:49:30 CEST 2018
8600,18.111391000000001,42.649549999999998,59487880@N00,Dubrovnik coast,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;mountain;sunset",Sat Jun 02 19:51:49 CEST 2018
8605,18.468434999999999,42.475740000000002,133767078@N07,ZG 2028-EN (Croatia) near the Montenegro - Croatia border,"lorry;truck;g420;scania;drawbar;croatia;croatian;foreign",Tue Jun 05 08:43:01 CEST 2018
8606,16.632013000000001,43.446624999999997,59487880@N00,The camp,"dalmatia;adriatic;jadran;dalmacija;hrvatska;croatia;beach;balkan",Sat Jun 02 05:02:45 CEST 2018
8607,18.108559000000000,42.640903000000002,59487880@N00,Bell Tower,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;sunset;architecture",Sat Jun 02 19:38:54 CEST 2018
8508,18.108559000000000,42.640903000000002,59487880@N00,View from the stairs,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;architecture;dalmacija;balkan",Sun Jun 03 10:15:56 CEST 2018
8509,18.108559000000000,42.640903000000002,59487880@N00,St. Ignatius,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;church;architecture;dalmacija;balkan",Sun Jun 03 10:16:42 CEST 2018
8469,17.048978999999999,43.272723999999997,63261427@N00,Tucepi,,Sat Jun 09 12:36:23 CEST 2018
8470,17.058461999999999,43.264069999999997,63261427@N00,Croatia,"croatia;kroatien;mütze;cap",Sat Jun 09 13:03:36 CEST 2018
8471,17.058461999999999,43.264069999999997,63261427@N00,Honda aus Kaliningrad,,Thu Jun 07 15:55:31 CEST 2018
8481,16.470630000000000,43.387540000000001,126461168@N05,Pebble beach on Brac.,"brac;kroatien;urlaub;urlaub2018;strand;beach;croatia;sutivan;supetar;vacation;wasser;water;adria;adriaticsea;blue;blau;baum;kiefer;aleppokiefer;dalmatia;mauer;wall;fisheye;8mm;split",Wed May 30 11:55:32 CEST 2018
8482,18.109234000000001,42.641261999999998,79995416@N05,"Bell tower, Dubrovnik","theformeryugoslavia;croatia;croatie;kroatien;hrvatska;dubrovnik;belltower",Sat Jun 02 17:31:03 CEST 2018
8483,18.117006000000000,42.653606000000003,79995416@N05,View from Fort Imperial,"theformeryugoslavia;croatia;croatie;kroatien;hrvatska;dubrovnik;fortimperial",Sun Jun 03 16:48:10 CEST 2018
8484,18.117006000000000,42.653606000000003,79995416@N05,The siege of Dubrovnik,"theformeryugoslavia;croatia;croatie;kroatien;hrvatska;dubrovnik",Sun Jun 03 16:44:47 CEST 2018
8485,18.112566000000001,42.639930000000000,30358457@N07,IMG_8526,,Sat Jun 02 14:22:11 CEST 2018
8486,18.415146000000000,42.499440000000000,59487880@N00,Bye Croatia,"croatia;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 13:56:01 CEST 2018
8487,18.415146000000000,42.499440000000000,59487880@N00,Vineyard,"croatia;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 13:47:58 CEST 2018
8488,18.216705000000001,42.580387000000002,59487880@N00,Clock Tower,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;tower;clock;architecture;dalmacija;balkan",Sun Jun 03 12:42:46 CEST 2018
8489,18.216705000000001,42.580387000000002,59487880@N00,Rest,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;people;boat;dalmacija;balkan",Sun Jun 03 12:35:40 CEST 2018
8490,18.415146000000000,42.499440000000000,59487880@N00,Hrvatska Pošta,"croatia;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 14:08:27 CEST 2018
8491,18.216705000000001,42.580387000000002,59487880@N00,Marina,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;marina;boat;water;dalmacija;balkan",Sun Jun 03 12:33:04 CEST 2018
8524,18.108559000000000,42.640903000000002,59487880@N00,Marin Držić,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 10:08:34 CEST 2018
8525,18.108559000000000,42.640903000000002,59487880@N00,City walls,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 09:24:52 CEST 2018
8494,18.216705000000001,42.580387000000002,59487880@N00,Boats,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;marina;boat;water;dalmacija;balkan",Sun Jun 03 12:32:54 CEST 2018
8495,18.216705000000001,42.580387000000002,59487880@N00,Goal,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;water;dalmacija;balkan",Sun Jun 03 12:32:34 CEST 2018
8496,18.216705000000001,42.580387000000002,59487880@N00,Float,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;boat;water;dalmacija;balkan",Sun Jun 03 12:33:16 CEST 2018
8497,18.216705000000001,42.580387000000002,59487880@N00,Albertarle,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;boat;water;sea;dalmacija;balkan",Sun Jun 03 12:32:23 CEST 2018
8498,18.216705000000001,42.580387000000002,59487880@N00,Peer,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;peer;boat;sea;water;dalmacija;balkan",Sun Jun 03 12:32:07 CEST 2018
8499,18.216705000000001,42.580387000000002,59487880@N00,Albemarle,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;boat;sea;water;dalmacija;balkan",Sun Jun 03 12:31:57 CEST 2018
8500,18.216705000000001,42.580387000000002,59487880@N00,Sustjepan,"croatia;adriatic;cavtat;hrvatska;jadran;dalmatia;peninsula;dalmacija;balkan",Sun Jun 03 12:16:50 CEST 2018
8501,18.108559000000000,42.640903000000002,59487880@N00,View through the gate,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan",Sun Jun 03 10:05:12 CEST 2018
8502,18.108559000000000,42.640903000000002,59487880@N00,aptain Candy,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;food;store;candy;dalmacija;balkan",Sun Jun 03 10:21:45 CEST 2018
8503,18.108559000000000,42.640903000000002,59487880@N00,Dubrovnik alley,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;alley",Sun Jun 03 10:19:20 CEST 2018
8504,18.108559000000000,42.640903000000002,59487880@N00,Up the stairs,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;garden;palm;stairs;dalmacija;balkan",Sun Jun 03 11:14:23 CEST 2018
8505,18.108559000000000,42.640903000000002,59487880@N00,Church of St Blaise,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;architecture;church;dalmacija;balkan",Sun Jun 03 10:03:57 CEST 2018
8506,18.108559000000000,42.640903000000002,59487880@N00,The Cathedral,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;dalmacija;balkan;church;architecture;building",Sun Jun 03 10:03:01 CEST 2018
8507,18.108559000000000,42.640903000000002,59487880@N00,Blue Dome,"croatia;dubrovnik;adriatic;hrvatska;jadran;dalmatia;architecture;church;dalmacija;balkan",Sun Jun 03 10:07:22 CEST 2018
11774,16.233501000000000,43.582541999999997,125554049@N07,HZPP 2044 | Labin Dalmatinski,,Sat Jul 07 16:11:20 CEST 2018
11775,16.346025000000001,43.567183999999997,125554049@N07,HZPP 7122 | Kaštel Stari,,Sat Jul 07 15:00:56 CEST 2018
11776,16.208055000000002,43.510554999999997,96067717@N04,2018-07-04 14.25.35,,Wed Jul 04 14:25:35 CEST 2018
11793,16.814388000000001,43.156044000000001,77132681@N00,,,Fri Jul 13 15:29:34 CEST 2018
11794,16.813403999999998,43.155830000000002,77132681@N00,,,Fri Jul 13 15:01:28 CEST 2018
11795,16.813810000000000,43.155839999999998,77132681@N00,,,Fri Jul 13 12:46:58 CEST 2018
11796,16.444880000000001,43.310899999999997,77132681@N00,,,Wed Jul 11 14:59:58 CEST 2018
11797,16.696873000000000,43.161470000000001,77132681@N00,,,Mon Jul 09 14:38:16 CEST 2018
11801,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 18:33:22 CEST 2018
11802,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 18:26:59 CEST 2018
11803,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 18:18:18 CEST 2018
11804,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 18:16:00 CEST 2018
11805,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 18:15:09 CEST 2018
11806,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 18:08:03 CEST 2018
11332,16.431622000000001,43.519314000000001,34439638@N08,Axwell ^ Ingrosso @ Ultra Europe 2018,"ultra;ultramusicfestival;edm;croatia;split;ultraeurope;europe;dance;dancemusic;housemusic;house;umf;photos;pics;pictures;2018;ultra2018;partypeople;party;rave;trance;plur;hugs;crowds;dj;crowd;insane;hvar;ultrabeach",Sat Jul 07 00:59:48 CEST 2018
11333,16.430730000000001,43.519047000000000,34439638@N08,Ultra Europe 2018,"ultra;ultramusicfestival;edm;croatia;split;ultraeurope;europe;dance;dancemusic;housemusic;house;umf;photos;pics;pictures;2018;ultra2018;partypeople;party;rave;trance;plur;hugs;crowds;dj;crowd;insane;hvar;ultrabeach",Sat Jul 07 02:00:05 CEST 2018
11809,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:58:37 CEST 2018
11810,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:50:03 CEST 2018
11811,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:49:40 CEST 2018
11812,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:47:33 CEST 2018
11813,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:47:36 CEST 2018
11814,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:49:09 CEST 2018
11815,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:47:10 CEST 2018
11816,16.251664999999999,43.512500000000003,26910100@N03,Trogir,,Tue Jul 10 17:45:52 CEST 2018
